Station;Date Releve;Heure;Num Releve;Conductivite;Salinite;Comm Salinite;Temperature;Ph;Redox;Oxygene;Saturation;Niveau Ngf;Comm Ngf;Niveau Relatif;Niveau 0;Turbidite;Couleur;Macrophyte;Remarques
Etangs du Grand Bagnas - canal du midi martelliere;06/04/2000;;1;0.9;0.1;;12;;;;;;;0;;;;;
Etangs du Grand Bagnas - EID;06/04/2000;;1;5;2.62;;7.9;;;;;;;0.08;;;;;
Etangs du Grand Bagnas - EID Piezo;06/04/2000;;1;25.8;;;11.6;;;;;0.29;;0.9;;;;;
Etangs du Grand Bagnas - echelleGB2;06/04/2000;;1;7.3;4.04;;16.4;;;;;;;0.53;;;;;
Etangs du Grand Bagnas - MareB5roseau;06/04/2000;;1;6.9;3.8;;17.2;;;;;0.34;;0.51;;;;;
Etangs du Grand Bagnas - MareB5roseau piezo;06/04/2000;;1;21.6;;;12.7;;;;;-0.2;;1;;;;;
Etangs du Grand Bagnas - Pairollet;06/04/2000;;1;31.1;;;13.2;;;;;-0.1;;0.2;;;;trouble;
Etangs du Grand Bagnas - Petit Pont;06/04/2000;;1;32.5;;;11.7;;;;;0.09;;1.97;;;;;
Etangs du Grand Bagnas - Rieu nord;06/04/2000;;1;69.6;;;11.1;;;;;0.18;;0.14;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;06/04/2000;;1;7.4;4.1;;9.8;;;;;;;0.42;;;;;
Etangs du Grand Bagnas - PB3;04/04/2000;;1;157.2;;;22;;;;;-0.36;;0;;;;;
Etangs du Grand Bagnas - Rieu nord;03/04/2000;;1;67;;;16.4;;;;;0.34;Après-midi;0.3;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;27/03/2000;;4;;;;;;;;;2;;0.1;;;;;
Etangs du Grand Bagnas - Petit Pont;27/03/2000;;1;;;;;;;;;0.06;;2;;;;;
Etangs du Grand Bagnas - PB3;23/03/2000;;1;;;;;;;;;-0.36;;0;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;23/03/2000;;3;0.3;0;;13;;;;;2.03;;0.13;;;;;
Etangs du Grand Bagnas - EID;23/03/2000;;2;5.5;2.93;;11.7;;;;;;;0.11;;;;;
Etangs du Grand Bagnas - EID Piezo;23/03/2000;;1;24.9;;;11.1;;;;;0.15;;1.04;;;;;
Etangs du Grand Bagnas - echelleGB2;23/03/2000;;4;7.15;3.95;;12.3;;;;;;;0.53;;;;;
Etangs du Grand Bagnas - MareB5roseau;23/03/2000;;1;2;0.78;;13;;;;;0.38;;0.55;;;;;
Etangs du Grand Bagnas - MareB5roseau piezo;23/03/2000;;1;30.5;;;12.6;;;;;-0.24;;1.04;;;;;
Etangs du Grand Bagnas - Pairollet;23/03/2000;;1;28.3;;;15.2;;;;;-0.05;pH 8_67 24/03 11h30;0.25;;;;;
Etangs du Grand Bagnas - Petit Pont;23/03/2000;;1;12.88;;;13;;;;;0.14;pH 8_34 11h30;1.92;;;;;
Etangs du Grand Bagnas - Rieu nord;23/03/2000;;1;71.4;;;13.2;;;;;0.15;pH 8_15 24/03;0.11;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;23/03/2000;;2;7.5;4.17;;13.1;;;;;;;0.47;;;;;
Etangs du Grand Bagnas - PB3;09/03/2000;;1;58.1;;;20.6;;;;;-0.31;12h15;0.05;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;09/03/2000;;2;0.4;0;;11.8;;;;;2;;0.1;;;;;
Etangs du Grand Bagnas - EID;09/03/2000;;1;5.7;3.06;;9;;;;;;;0.05;;;;;
Etangs du Grand Bagnas - EID Piezo;09/03/2000;;1;8.2;;;9.5;;;;;0.31;;0.88;;;;;
Etangs du Grand Bagnas - echelleGB2;09/03/2000;;3;7.5;4.17;;12.9;;;;;;;0.52;;;;;
Etangs du Grand Bagnas - MareB5roseau piezo;09/03/2000;;1;30.7;;;11.6;;;;;-0.22;;1.02;;;;;
Etangs du Grand Bagnas - Pairollet;09/03/2000;;1;24.5;;;14.6;;;;;-0.02;;0.28;;;verte;;
Etangs du Grand Bagnas - Petit Pont;09/03/2000;;1;34;;;14;;;;;-0.09;;2.15;;;;;
Etangs du Grand Bagnas - Rieu nord;09/03/2000;;1;79;;;19.3;;;;;0.11;;0.07;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;09/03/2000;;1;6.8;3.73;;12.8;;;;;;;0.46;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;07/03/2000;;1;;;;;;;;;2;;0.1;;;;;
Etangs du Grand Bagnas - EID;07/03/2000;;1;;;;;;;;;0.29;;0.08;;;;;
Etangs du Grand Bagnas - echelleGB2;07/03/2000;;2;;;;;;;;;;;0.5;;;;;
Etangs du Grand Bagnas - EID;06/03/2000;;1;;;;;;;;;0.3;;0.09;;;;;
Etangs du Grand Bagnas - echelleGB2;02/03/2000;;1;;;;;;;;;;;0.49;;;;;
Etangs du Grand Bagnas - PB3;24/02/2000;;1;34.8;;;9.2;;;;;-0.25;;0.11;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;24/02/2000;;2;0.4;0;;9.4;;;;;1.99;;0.09;;;;;
Etangs du Grand Bagnas - EID;24/02/2000;;2;4.9;2.56;;5.9;;;;;;;0.1;;;;;
Etangs du Grand Bagnas - EID Piezo;24/02/2000;;1;8.9;;;8.4;;;;;0.34;;0.85;;;;;
Etangs du Grand Bagnas - echelleGB2;24/02/2000;;2;7;3.86;;9.4;;;;;;;0.52;;;;;
Etangs du Grand Bagnas - MareB5roseau piezo;24/02/2000;;1;29.2;;;10;;;;;-0.26;;1.06;;;;;
Etangs du Grand Bagnas - Petit Pont;24/02/2000;;1;35.3;;;11;;;;;-0.03;;2.09;;;;;
Etangs du Grand Bagnas - Rieu nord;24/02/2000;;1;68.8;;;8.1;;;;;0.11;;0.07;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;24/02/2000;;2;7.6;4.23;;9.3;;;;;;;0.4;;;;;
Etangs du Grand Bagnas - PB3;10/02/2000;;1;33.6;;;5.7;;;;;-0.19;Piquet un peu pencher;0.17;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;10/02/2000;;1;0.4;0;;10.2;;;;;1.97;;0.07;;;;;
Etangs du Grand Bagnas - EID;10/02/2000;;1;4.4;2.25;;5.7;;;;;;;0.1;;;;;
Etangs du Grand Bagnas - EID Piezo;10/02/2000;;1;1.5;;;8.6;;;;;0.33;;0.86;;;;;
Etangs du Grand Bagnas - echelleGB2;10/02/2000;;1;6.7;3.67;;9.3;;;;;;;0.51;;;;;
Etangs du Grand Bagnas - MareB5roseau piezo;10/02/2000;;1;30.7;;;9.9;;;;;-0.25;;1.05;;;;;
Etangs du Grand Bagnas - Petit Pont;10/02/2000;;1;7.9;;;10.2;;;;;-0.13;;2.19;;;;;
Etangs du Grand Bagnas - Rieu nord;10/02/2000;;1;62;;;7.3;;;;;0.11;Nettoyer piquet;0.07;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;10/02/2000;;1;6.6;3.61;;10.4;;;;;;;0.46;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;27/01/2000;;2;0.4;0;;4.7;;;;;1.97;;0.07;;;;;
Etangs du Grand Bagnas - EID;27/01/2000;;2;3.8;1.88;;2.6;;;;;;;0.11;;;;;
Etangs du Grand Bagnas - EID Piezo;27/01/2000;;1;11.4;;;6.1;;;;;0.34;;0.85;;;;;
Etangs du Grand Bagnas - echelleGB2;27/01/2000;;2;6.3;3.43;;4.2;;;;;;;0.52;;;;;
Etangs du Grand Bagnas - MareB5roseau piezo;27/01/2000;;1;31.1;;;6.4;;;;;-0.25;;1.05;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;27/01/2000;;2;6;3.24;;2.8;;;;;;;0.51;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;12/01/2000;;1;0.4;0;;7;;;;;1.96;;0.06;;;;;
Etangs du Grand Bagnas - EID;12/01/2000;;1;4.1;2.07;;1.5;;;;;;;0.1;;;;;
Etangs du Grand Bagnas - EID Piezo;12/01/2000;;1;6.4;;;7.2;;;;;0.3;;0.89;;;;;
Etangs du Grand Bagnas - echelleGB2;12/01/2000;;1;6.2;3.36;;8.3;;;;;;;0.46;;;;;
Etangs du Grand Bagnas - MareB5roseau piezo;12/01/2000;;1;34.8;;;6.3;;;;;-0.23;;1.03;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;12/01/2000;;1;5.6;2.99;;6.5;;;;;;;0.46;;;;;
Etangs du Grand Bagnas - PB3;31/12/1999;;1;;;;;;;;;-0.13;;0.23;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;31/12/1999;;3;0.3;0;;8.8;;;;;1.93;;0.03;;;;;
Etangs du Grand Bagnas - EID;31/12/1999;;1;3.8;1.88;;5.7;;;;;;;0.06;;;;;
Etangs du Grand Bagnas - echelleGB2;31/12/1999;;3;6.5;3.55;;3.8;;;;;;;0.49;;;;;
Etangs du Grand Bagnas - Petit Pont;31/12/1999;;1;6;;;6.2;;;;;-0.1;;2.16;;;;;
Etangs du Grand Bagnas - Rieu nord;31/12/1999;;1;45.4;;;3;;;;;0.17;;0.13;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;31/12/1999;;3;4.7;2.44;;4.7;;;;;;;0.38;;;;;
Etangs du Grand Bagnas - TB5 centre;30/12/1999;;1;0.5;;;9.3;;;;;;;;;;;;
Etangs du Grand Bagnas - PB3;16/12/1999;;1;5.8;;;4;;;;;0.06;;0.42;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;16/12/1999;;2;0.4;0;;7.2;;;;;1.89;;-0.005;;;;;
Etangs du Grand Bagnas - EID;16/12/1999;;1;2.9;;;3.2;;;;;0.31;;0.1;;;;;
Etangs du Grand Bagnas - echelleGB2;16/12/1999;;2;6;3.24;;5.2;;;;;;;0.5;;;;;
Etangs du Grand Bagnas - Petit Pont;16/12/1999;;1;32.8;;;6.4;;;;;0.06;;2;;;;;
Etangs du Grand Bagnas - Rieu nord;16/12/1999;;1;30;;;1.2;;;;;0.22;;0.18;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;16/12/1999;;2;3.5;1.7;;2.9;;;;;;;0.42;;;;;
Etangs du Grand Bagnas - PB3;02/12/1999;;1;6.2;;;5.9;;;;;0.22;;0.58;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;02/12/1999;;1;0.3;0;;8.6;;;;;1.96;;0.06;;;;;
Etangs du Grand Bagnas - EID;02/12/1999;;1;1.6;;;5.6;;;;;0.34;;0.13;;;;;
Etangs du Grand Bagnas - echelleGB2;02/12/1999;;1;5.7;3.06;;8.1;;;;;;;0.5;;;;;
Etangs du Grand Bagnas - Petit Pont;02/12/1999;;1;29;;;9.6;;;;;-0.06;;2.12;;;;;
Etangs du Grand Bagnas - Rieu nord;02/12/1999;;1;22;;;7.6;;;;;0.23;;0.19;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;02/12/1999;;1;3.8;1.88;;5.1;;;;;;;0.42;;;;;
Etangs du Grand Bagnas - PB3;19/11/1999;;1;5.4;;;;;;;;0.42;;0.78;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;19/11/1999;;4;0.2;0;;9.2;;;;;1.98;;0.08;;;;;
Etangs du Grand Bagnas - EID;19/11/1999;;1;0.3;0;;7.6;;;;;;;0.38;;;;;
Etangs du Grand Bagnas - Pairollet;19/11/1999;;1;9.5;;;8.1;;;;;0.14;;0.44;;;;;
Etangs du Grand Bagnas - Petit Pont;19/11/1999;;1;4.4;;;7.1;;;;;0.14;;1.92;;;;;
Etangs du Grand Bagnas - Rieu nord;19/11/1999;;1;12.6;;;;;;;;0.51;;0.47;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;19/11/1999;;2;0.7;0;;6.2;;;;;;;0.72;;;;;
Etangs du Grand Bagnas - PB3;15/11/1999;;1;3.9;;;11.1;;;;;0.42;;0.78;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;15/11/1999;;3;;;;;;;;;2.08;;0.18;;;;;
Etangs du Grand Bagnas - echelleGB2;15/11/1999;;3;;;;;;;;;;;;;;;;
Etangs du Grand Bagnas - Rieu nord;15/11/1999;;1;6.4;;;11.2;;;;;;;;;;;;
Etangs du Grand Bagnas - PB3;12/11/1999;;1;;;;;;;;;-0.04;Vent fort;0.32;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;12/11/1999;;2;;;;;;;;;1.67;;-0.23;;;;;
Etangs du Grand Bagnas - echelleGB2;12/11/1999;;2;;;;;;;;;;;0.58;;;;;
Etangs du Grand Bagnas - Rieu nord;12/11/1999;;1;;;;;;;;;0.54;Mesure soir;0.5;;;;;
Etangs du Grand Bagnas - PB3;02/11/1999;;1;20;;;18.4;;;;;-0.1;;0.26;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;02/11/1999;;1;0.2;0;;17;;;;;1.83;;-0.07;;;;;
Etangs du Grand Bagnas - EID;02/11/1999;;1;1.9;;;16.7;;;;;0.37;;0.16;;;;;
Etangs du Grand Bagnas - echelleGB2;02/11/1999;;1;10.1;5.77;;18.4;;;;;;;0.59;;;;;
Etangs du Grand Bagnas - Petit Pont;02/11/1999;;1;8.1;;;16.8;;;;;0.28;;1.78;;;;;
Etangs du Grand Bagnas - Rieu nord;02/11/1999;;1;34.5;;;18.1;;;;;0.28;;0.24;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;02/11/1999;;1;6.8;3.73;;19.5;;;;;;;0.48;;;;;
Etangs du Grand Bagnas - PB3;13/10/1999;;1;9.6;;;16.5;;;;;-0.17;;0.19;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;13/10/1999;;1;0.4;0;;17.2;;;;;1.89;;-0.01;;;;;
Etangs du Grand Bagnas - EID;13/10/1999;;1;;;;;;;;;0.21;;0;;;;;
Etangs du Grand Bagnas - echelleGB2;13/10/1999;;1;13;7.56;;17.4;;;;;;;0.42;;;;;
Etangs du Grand Bagnas - Pairollet;13/10/1999;;1;15.1;;;17.9;;;;;-0.01;;0.29;;;;;
Etangs du Grand Bagnas - Petit Pont;13/10/1999;;1;1;;;17.2;;;;;0.15;;1.91;;;;;
Etangs du Grand Bagnas - Rieu nord;13/10/1999;;1;35.4;;;16.4;;;;;0.04;;;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;13/10/1999;;1;8;4.47;;18.1;;;;;;;0.38;;;;;
Etangs du Grand Bagnas - Rieu nord;30/09/1999;;1;22.3;;;20;;;;;0.26;;0.22;;;;;ETAL
Etangs du Grand Bagnas - PB3;30/09/1999;;1;6.4;;;19.9;;;;;0.02;;0.38;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;30/09/1999;;4;0.7;0;;20.6;;;;;1.89;;-0.01;;;;;
Etangs du Grand Bagnas - EID;30/09/1999;;1;;;;;;;;;0.21;;0;;;;;
Etangs du Grand Bagnas - echelleGB2;30/09/1999;;5;12.9;7.5;;20;;;;;;;0.42;;;;;
Etangs du Grand Bagnas - Petit Pont;30/09/1999;;1;8.7;;;20.7;;;;;0.19;;1.87;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;30/09/1999;;5;9.8;5.58;;20;;;;;;;0.27;;;;;
Etangs du Grand Bagnas - PB3;17/09/1999;;1;4.5;;;19;;;;;0.13;;0.49;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;17/09/1999;;3;0.9;0.1;;20.6;;;;;2.08;;0.18;;;;;
Etangs du Grand Bagnas - EID;17/09/1999;;1;2.8;;;17;;;;;0.26;;0.05;;;;;
Etangs du Grand Bagnas - echelleGB2;17/09/1999;;4;8.7;4.91;;19.3;;;;;;;0.4;;;;;
Etangs du Grand Bagnas - Pairollet;17/09/1999;;1;11.6;;;24.2;;;;;0.06;;0.36;;;;;
Etangs du Grand Bagnas - Petit Pont;17/09/1999;;1;16.2;;;21.4;;;;;0.16;;1.9;;;;;
Etangs du Grand Bagnas - Rieu nord;17/09/1999;;1;20.6;;;18.9;;;;;0.29;;0.25;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;17/09/1999;;4;7.6;4.23;;20.9;;;;;;;0.31;;;;;
Etangs du Grand Bagnas - PB3;06/09/1999;;1;;;;;;;;;0.06;42 dessus piquet;0.42;;;;;
Etangs du Grand Bagnas - EID;06/09/1999;;1;;;;;;;;;0.31;;0.1;;;;;
Etangs du Grand Bagnas - echelleGB2;06/09/1999;;3;;;;;;;;;;;0.38;;;;;
Etangs du Grand Bagnas - Petit Pont;06/09/1999;;1;;;;;;;;;0.3;;1.76;;;;;
Etangs du Grand Bagnas - Rieu nord;06/09/1999;;1;;;;;;;;;0.47;;0.43;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;06/09/1999;;3;;;;;;;;;;;0.27;;;;;
Etangs du Grand Bagnas - PB3;03/09/1999;;1;;;;;;;;;0.24;40 dessus;0.4;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;03/09/1999;;2;;;;;;;;;2.16;;0.26;;;;;
Etangs du Grand Bagnas - EID;03/09/1999;;1;0.7;0;;20;;;;;;;0.1;;;;;
Etangs du Grand Bagnas - echelleGB2;03/09/1999;;2;16;9.41;;20;;;;;;;0.3;;;;;
Etangs du Grand Bagnas - Petit Pont;03/09/1999;;1;5.3;;;22.1;;;;;0.45;;1.61;;;;;
Etangs du Grand Bagnas - Rieu nord;03/09/1999;;1;15.8;;;20;;;;;0.64;;0.6;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;03/09/1999;;2;7.3;4.04;;22.3;;;;;;;0.3;;;;;
Etangs du Grand Bagnas - PB3;02/09/1999;;1;;;;;;;;;-0.36;;1;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;02/09/1999;;1;0.7;0;;23.3;;;;;2.26;;0.36;;;;;
Etangs du Grand Bagnas - EID;02/09/1999;;1;;;;;;;;;0.21;;0;;;;;
Etangs du Grand Bagnas - echelleGB2;02/09/1999;;1;19.8;11.75;;25.6;;;;;;;0.19;;;;;
Etangs du Grand Bagnas - Pairollet;02/09/1999;;1;;;;0;;;;;-0.3;;0;;;;;
Etangs du Grand Bagnas - Petit Pont;02/09/1999;;1;24.8;;;22.9;;;;;0.15;;1.91;;;;;
Etangs du Grand Bagnas - Rieu nord;02/09/1999;;1;99.6;;;21.3;;;;;0.13;;0.13;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;02/09/1999;;1;23.8;14.22;;27.8;;;;;;;;;;;;
Etangs du Grand Bagnas - Rieu nord;19/08/1999;;1;90.2;;;21;;;;;0.17;;0.13;;;;;ETAL
Etangs du Grand Bagnas - canal du midi martelliere;19/08/1999;;3;0.2;0;;21.6;;;;;2.22;;0.32;;;;;
Etangs du Grand Bagnas - EID;19/08/1999;;1;;;;;;;;;0.21;;0;;;;;
Etangs du Grand Bagnas - echelleGB2;19/08/1999;;2;12.3;7.13;;21.7;;;;;;;0.24;;;;;
Etangs du Grand Bagnas - Petit Pont;19/08/1999;;1;20.7;;;21.7;;;;;0.14;;1.92;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;19/08/1999;;3;15.2;8.91;;24.1;;;;;;;0.1;;;;;
Etangs du Grand Bagnas - PB3;13/08/1999;;1;;;;;;;;;-0.27;Encore de l'eau;0.09;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;13/08/1999;;2;;;;;;;;;;;0.13;;;;;
Etangs du Grand Bagnas - PB3;05/08/1999;;1;;;;;;;;;-0.36;Sec;0;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;05/08/1999;;1;0.3;0;;25.3;;;;;2.2;;0.3;;;;;
Etangs du Grand Bagnas - EID;05/08/1999;;1;;;;;;;;;0.21;Sec;0;;;;;
Etangs du Grand Bagnas - echelleGB2;05/08/1999;;1;6.9;3.8;;25.7;;;;;;;0.22;;;;;
Etangs du Grand Bagnas - Pairollet;05/08/1999;;1;;;;0;;;;;-0.3;;0;;;;Mousse;
Etangs du Grand Bagnas - Petit Pont;05/08/1999;;1;7.5;;;25.3;;;;;0.27;;1.79;;;;;
Etangs du Grand Bagnas - Rieu nord;05/08/1999;;1;91.2;;;26.5;;;;;0.17;;0.13;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;05/08/1999;;1;20.7;12.31;;27.5;;;;;;;0.1;;;;;
Etangs du Grand Bagnas - PB3;22/07/1999;;1;;;;;;;;;-0.36;Sec;0;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;22/07/1999;;2;0.4;0;;24.9;;;;;2.31;;0.41;;;;;
Etangs du Grand Bagnas - EID;22/07/1999;;1;;;;;;;;;0.21;Sec;0;;;;;
Etangs du Grand Bagnas - echelleGB2;22/07/1999;;2;15.3;8.98;;23.1;;;;;;;0.27;;;;;
Etangs du Grand Bagnas - Pairollet;22/07/1999;;1;;;;0;;;;;-0.3;Sec;0;;;;;
Etangs du Grand Bagnas - Petit Pont;22/07/1999;;1;2.6;;;24.1;;;;;0.05;;2.01;;;;;
Etangs du Grand Bagnas - Rieu nord;22/07/1999;;1;0;;;0;;;;;0.04;Sec;0;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;22/07/1999;;2;10.6;6.08;;25.6;;;;;;;0.16;;;;;
Etangs du Grand Bagnas - PB3;08/07/1999;;1;;;;;;;;;-0.36;Sec;0;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;08/07/1999;;1;0.4;0;;23.4;;;;;2.19;;0.29;;;;;
Etangs du Grand Bagnas - echelleGB2;08/07/1999;;1;13.7;7.99;;24;;;;;;;0.32;;;;;
Etangs du Grand Bagnas - Pairollet;08/07/1999;;1;;;;0;;;;;-0.3;Sec;0;;;;;
Etangs du Grand Bagnas - Petit Pont;08/07/1999;;1;0.5;;;23;;;;;-0.05;;2.11;;;;;
Etangs du Grand Bagnas - Rieu nord;08/07/1999;;1;0;;;0;;;;;0.04;;0;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;08/07/1999;;1;12.9;7.5;;22.9;;;;;;;0.24;;;;;
Etangs du Grand Bagnas - PB3;23/06/1999;;1;;;;;;;;;-0.36;Sec_ un peu d'eau au fond;0;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;23/06/1999;;2;0.2;0;;20.9;;;;;2.15;;0.25;;;;;
Etangs du Grand Bagnas - EID;23/06/1999;;1;;;;;;;;;0.21;Sec;0;;;;;
Etangs du Grand Bagnas - echelleGB2;23/06/1999;;2;11.9;6.88;;21.5;;;;;;;0.39;;;;;
Etangs du Grand Bagnas - Pairollet;23/06/1999;;1;24.5;;;25.7;;;;;-0.18;;0.12;;;;;
Etangs du Grand Bagnas - Petit Pont;23/06/1999;;1;0.3;;;20.9;;;;;0.07;;1.99;;;;;
Etangs du Grand Bagnas - Rieu nord;23/06/1999;;1;79.7;;;19.9;;;;;0.05;;0.01;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;23/06/1999;;2;12.3;7.13;;21;;;;;;;0.3;;;;;
Etangs du Grand Bagnas - PB3;11/06/1999;;1;34.5;;;20.4;;;;;-0.24;;0.12;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;11/06/1999;;1;0.5;0;;20.6;;;;;2.05;;0.15;;;;;
Etangs du Grand Bagnas - EID;11/06/1999;;1;6.8;3.73;;19.5;;;;;;;0.03;;;;;
Etangs du Grand Bagnas - echelleGB2;11/06/1999;;1;11.1;6.39;;22.4;;;;;;;0.46;;;;;
Etangs du Grand Bagnas - Pairollet;11/06/1999;;1;23.1;;;26.3;;;;;-0.08;;0.22;;;;;
Etangs du Grand Bagnas - Petit Pont;11/06/1999;;1;0.9;;;20.7;;;;;0.06;;2;;;;;
Etangs du Grand Bagnas - Rieu nord;11/06/1999;;1;61.9;;;20.5;;;;;0.15;;0.11;;;;Quelques algues;
Etangs du Grand Bagnas - Scirpaie GB8;11/06/1999;;1;10.7;6.14;;22.5;;;;;;;0.37;;;;;
Etangs du Grand Bagnas - PB3;28/05/1999;;1;19.7;;;29.3;;;;;-0.14;;0.22;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;28/05/1999;;2;0.3;0;;19.4;;;;;1.94;;0.04;;;;;
Etangs du Grand Bagnas - EID;28/05/1999;;2;5.7;3.06;;25.6;;;;;;;0.05;;;;;
Etangs du Grand Bagnas - echelleGB2;28/05/1999;;6;8.4;4.72;;23.6;;;;;;;0.46;;;;;
Etangs du Grand Bagnas - Pairollet;28/05/1999;;1;18.1;;;26.8;;;;;-0.01;;0.3;;;;;
Etangs du Grand Bagnas - Petit Pont;28/05/1999;;1;2.7;;;21.1;;;;;0.11;;1.95;;;;;
Etangs du Grand Bagnas - Rieu nord;28/05/1999;;1;45.4;;;27.1;;;;;0.17;;0.13;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;28/05/1999;;6;11.1;6.39;;26.7;;;;;;;0.37;;;;;
Etangs du Grand Bagnas - echelleGB2;17/05/1999;;5;;;;;;;;;;;0.5;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;17/05/1999;;5;;;;;;;;;;;0.41;;;;;
Etangs du Grand Bagnas - echelleGB2;13/05/1999;;4;;;;;;;;;;;0.51;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;13/05/1999;;4;;;;;;;;;;;0.42;;;;;
Etangs du Grand Bagnas - PB3;12/05/1999;;1;;;;;;;;;-0.06;;0.3;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;12/05/1999;;1;;;;;;;;;;;-0.003;;;;;
Etangs du Grand Bagnas - EID;12/05/1999;;1;;;;;;;;;;;0.14;;;;;
Etangs du Grand Bagnas - echelleGB2;12/05/1999;;3;;;;;;;;;;;0.55;;;;;
Etangs du Grand Bagnas - Pairollet;12/05/1999;;1;;;;;;;;;0.02;;0.32;;;;;
Etangs du Grand Bagnas - Petit Pont;12/05/1999;;1;;;;;;;;;0.12;;1.94;;;Eau marron;;
Etangs du Grand Bagnas - Rieu nord;12/05/1999;;1;;;;;;;;;0.22;;0.18;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;12/05/1999;;3;;;;;;;;;;;0.45;;;;;
Etangs du Grand Bagnas - echelleGB2;07/05/1999;;2;;;;;;;;;;;0.56;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;07/05/1999;;2;;;;;;;;;;;0.48;;;;;
Etangs du Grand Bagnas - echelleGB2;06/05/1999;;1;;;;;;;;;;;0.59;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;06/05/1999;;1;;;;;;;;;;;0.52;;;;;
Etangs du Grand Bagnas - echelleGB2;28/04/1999;;5;;;;;;;;;;;0.49;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;28/04/1999;;4;;;;;;;;;;;0.39;;;;;
Etangs du Grand Bagnas - echelleGB2;27/04/1999;;4;;;;;;;;;;;0.48;;;;;
Etangs du Grand Bagnas - PB3;26/04/1999;;1;;;;;;;;;-0.36;Flaque;0;;;;;
Etangs du Grand Bagnas - echelleGB2;26/04/1999;;3;11.5;6.63;;16.1;;;;;;;0.51;;;;;
Etangs du Grand Bagnas - Petit Pont;26/04/1999;;1;1.5;;;15.2;;;;;0.1;;1.96;;;;;
Etangs du Grand Bagnas - Scirpaie GB8;26/04/1999;;3;;;;;;;;;;;0.4;;;;;
Etangs du Grand Bagnas - canal du midi martelliere;15/04/1999;;2;0.8;0.04;;13.7;;;;;2.09;;0.19;;;;;
Etangs du Grand Bagnas - echelleGB2;15/04/1999;;2;11.8;6.82;;12.7;;;;;;;0.48;;;;;
Etangs du Grand Bagnas - Pairollet;15/04/1999;;1;25;;;12.1;;;;;-0.09;;0.21;;;;;
Etangs du Grand Bagnas - Petit Pont;15/04/1999;;1;12.7;;;13.2;;;;;0.06;;2;;;;;
Etangs du Grand Bagnas - Rieu nord;15/04/1999;;1;78.3;;;14.3;;;;;0.09;;0.05;;;;;
